"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort"
"737","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",70,"Body Weight",23710,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"738","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",70,"Body Weight",24970,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"739","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",70,"Body Weight",22480,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"740","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",70,"Body Weight",23650,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"741","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",70,"Body Weight",27110,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"742","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",70,"Body Weight",24100,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"743","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",70,"Body Weight",26760,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"744","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",70,"Body Weight",25900,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"745","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",70,"Body Weight",25010,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"746","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",70,"Body Weight",24910,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"747","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",70,"Body Weight",25810,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"748","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",70,"Body Weight",25100,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"749","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",70,"Body Weight",25470,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"750","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",70,"Body Weight",25400,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"751","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",70,"Body Weight",26490,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"752","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",70,"Body Weight",25280,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"753","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",70,"Body Weight",23170,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"754","C57BL/6J-EarTag #183",137767,"C57BL/6J","+/+",70,"Body Weight",25180,"fed","[<Treatment: Control Diet>]","Cohort 6"
"755","C57BL/6J-EarTag #184",137767,"C57BL/6J","+/+",70,"Body Weight",24150,"fed","[<Treatment: Control Diet>]","Cohort 6"
"756","C57BL/6J-EarTag #185",137767,"C57BL/6J","+/+",70,"Body Weight",25560,"fed","[<Treatment: Control Diet>]","Cohort 6"
"757","C57BL/6J-EarTag #186",137767,"C57BL/6J","+/+",70,"Body Weight",27100,"fed","[<Treatment: Control Diet>]","Cohort 6"
"758","C57BL/6J-EarTag #187",137767,"C57BL/6J","+/+",70,"Body Weight",24270,"fed","[<Treatment: Control Diet>]","Cohort 6"
"759","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",70,"Body Weight",25120,"fed","[<Treatment: Control Diet>]","Cohort 6"
"760","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",70,"Body Weight",26430,"fed","[<Treatment: Control Diet>]","Cohort 6"
"761","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",70,"Body Weight",26220,"fed","[<Treatment: Control Diet>]","Cohort 6"
"762","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",70,"Body Weight",26580,"fed","[<Treatment: Control Diet>]","Cohort 6"
"763","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",70,"Body Weight",27920,"fed","[<Treatment: Control Diet>]","Cohort 6"
"764","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",70,"Body Weight",25000,"fed","[<Treatment: Control Diet>]","Cohort 6"
"765","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",70,"Body Weight",27360,"fed","[<Treatment: Control Diet>]","Cohort 6"
"766","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",70,"Body Weight",24400,"fed","[<Treatment: Control Diet>]","Cohort 6"
"767","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",70,"Body Weight",22180,"fed","[<Treatment: Control Diet>]","Cohort 6"
"768","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",70,"Body Weight",26180,"fed","[<Treatment: Control Diet>]","Cohort 6"
"769","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",70,"Body Weight",26430,"fed","[<Treatment: Control Diet>]","Cohort 6"
"770","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",70,"Body Weight",24870,"fed","[<Treatment: Control Diet>]","Cohort 6"
"771","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",70,"Body Weight",24700,"fed","[<Treatment: Control Diet>]","Cohort 6"
"772","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",70,"Body Weight",25330,"fed","[<Treatment: Control Diet>]","Cohort 6"
"773","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",70,"Body Weight",26060,"fed","[<Treatment: Control Diet>]","Cohort 6"
"774","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",86,"Body Weight",28000,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"775","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",86,"Body Weight",27910,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"776","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",86,"Body Weight",30670,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"777","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",86,"Body Weight",26610,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"778","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",86,"Body Weight",27080,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"779","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",86,"Body Weight",30010,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"780","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",86,"Body Weight",27500,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"781","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",86,"Body Weight",30110,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"782","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",86,"Body Weight",27630,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"783","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",86,"Body Weight",26450,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"784","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",86,"Body Weight",26990,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"785","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",86,"Body Weight",31100,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"786","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",86,"Body Weight",26420,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"787","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",86,"Body Weight",30330,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"788","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",86,"Body Weight",28510,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"789","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",86,"Body Weight",29710,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"790","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",86,"Body Weight",28800,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"791","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",86,"Body Weight",30230,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"792","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",86,"Body Weight",31380,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"793","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",86,"Body Weight",30930,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"794","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",86,"Body Weight",28130,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"795","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",86,"Body Weight",32310,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"796","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",86,"Body Weight",29370,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"797","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",86,"Body Weight",27550,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"798","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",86,"Body Weight",28450,"fed","[<Treatment: Control Diet>]","Cohort 6"
"799","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",86,"Body Weight",30110,"fed","[<Treatment: Control Diet>]","Cohort 6"
"800","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",86,"Body Weight",29910,"fed","[<Treatment: Control Diet>]","Cohort 6"
"801","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",86,"Body Weight",31510,"fed","[<Treatment: Control Diet>]","Cohort 6"
"802","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",86,"Body Weight",31220,"fed","[<Treatment: Control Diet>]","Cohort 6"
"803","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",86,"Body Weight",31410,"fed","[<Treatment: Control Diet>]","Cohort 6"
"804","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",86,"Body Weight",27070,"fed","[<Treatment: Control Diet>]","Cohort 6"
"805","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",86,"Body Weight",26220,"fed","[<Treatment: Control Diet>]","Cohort 6"
"806","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",86,"Body Weight",28380,"fed","[<Treatment: Control Diet>]","Cohort 6"
"807","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",86,"Body Weight",28300,"fed","[<Treatment: Control Diet>]","Cohort 6"
"808","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",86,"Body Weight",29450,"fed","[<Treatment: Control Diet>]","Cohort 6"
"809","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",86,"Body Weight",27450,"fed","[<Treatment: Control Diet>]","Cohort 6"
"810","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",86,"Body Weight",27420,"fed","[<Treatment: Control Diet>]","Cohort 6"
"811","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",86,"Body Weight",31150,"fed","[<Treatment: Control Diet>]","Cohort 6"
"812","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",86,"Body Weight",29970,"fed","[<Treatment: Control Diet>]","Cohort 6"
"813","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",99,"Body Weight",28360,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"814","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",99,"Body Weight",30040,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"815","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",99,"Body Weight",33510,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"816","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",99,"Body Weight",28060,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"817","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",99,"Body Weight",29470,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"818","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",99,"Body Weight",31880,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"819","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",99,"Body Weight",28600,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"820","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",99,"Body Weight",32750,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"821","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",99,"Body Weight",29410,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"822","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",99,"Body Weight",29010,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"823","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",99,"Body Weight",33870,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"824","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",99,"Body Weight",28550,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"825","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",99,"Body Weight",32620,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"826","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",99,"Body Weight",31010,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"827","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",99,"Body Weight",32420,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"828","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",99,"Body Weight",30190,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"829","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",99,"Body Weight",32330,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"830","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",99,"Body Weight",33000,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"831","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",99,"Body Weight",33900,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"832","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",99,"Body Weight",29840,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"833","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",99,"Body Weight",35000,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"834","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",99,"Body Weight",31600,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"835","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",99,"Body Weight",29680,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"836","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",99,"Body Weight",29990,"fed","[<Treatment: Control Diet>]","Cohort 6"
"837","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",99,"Body Weight",30900,"fed","[<Treatment: Control Diet>]","Cohort 6"
"838","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",99,"Body Weight",31260,"fed","[<Treatment: Control Diet>]","Cohort 6"
"839","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",99,"Body Weight",31660,"fed","[<Treatment: Control Diet>]","Cohort 6"
"840","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",99,"Body Weight",31820,"fed","[<Treatment: Control Diet>]","Cohort 6"
"841","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",99,"Body Weight",34520,"fed","[<Treatment: Control Diet>]","Cohort 6"
"842","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",99,"Body Weight",33350,"fed","[<Treatment: Control Diet>]","Cohort 6"
"843","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",99,"Body Weight",28970,"fed","[<Treatment: Control Diet>]","Cohort 6"
"844","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",99,"Body Weight",27490,"fed","[<Treatment: Control Diet>]","Cohort 6"
"845","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",99,"Body Weight",30900,"fed","[<Treatment: Control Diet>]","Cohort 6"
"846","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",99,"Body Weight",31200,"fed","[<Treatment: Control Diet>]","Cohort 6"
"847","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",99,"Body Weight",32080,"fed","[<Treatment: Control Diet>]","Cohort 6"
"848","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",99,"Body Weight",29670,"fed","[<Treatment: Control Diet>]","Cohort 6"
"849","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",99,"Body Weight",29020,"fed","[<Treatment: Control Diet>]","Cohort 6"
"850","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",99,"Body Weight",33220,"fed","[<Treatment: Control Diet>]","Cohort 6"
"851","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",99,"Body Weight",29620,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"852","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",113,"Body Weight",32040,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"853","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",113,"Body Weight",34530,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"854","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",113,"Body Weight",36340,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"855","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",113,"Body Weight",31410,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"856","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",113,"Body Weight",32300,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"857","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",113,"Body Weight",35890,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"858","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",113,"Body Weight",31460,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"859","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",113,"Body Weight",36440,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"860","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",113,"Body Weight",32620,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"861","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",113,"Body Weight",34100,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"862","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",113,"Body Weight",34030,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"863","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",113,"Body Weight",38800,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"864","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",113,"Body Weight",33230,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"865","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",113,"Body Weight",36490,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"866","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",113,"Body Weight",34520,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"867","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",113,"Body Weight",33750,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"868","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",113,"Body Weight",32510,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"869","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",113,"Body Weight",33780,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"870","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",113,"Body Weight",35670,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"871","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",113,"Body Weight",35870,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"872","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",113,"Body Weight",33000,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"873","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",113,"Body Weight",38180,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"874","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",113,"Body Weight",35450,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"875","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",113,"Body Weight",32180,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"876","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",113,"Body Weight",31440,"fed","[<Treatment: Control Diet>]","Cohort 6"
"877","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",113,"Body Weight",32750,"fed","[<Treatment: Control Diet>]","Cohort 6"
"878","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",113,"Body Weight",33180,"fed","[<Treatment: Control Diet>]","Cohort 6"
"879","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",113,"Body Weight",32800,"fed","[<Treatment: Control Diet>]","Cohort 6"
"880","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",113,"Body Weight",32680,"fed","[<Treatment: Control Diet>]","Cohort 6"
"881","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",113,"Body Weight",37030,"fed","[<Treatment: Control Diet>]","Cohort 6"
"882","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",113,"Body Weight",35880,"fed","[<Treatment: Control Diet>]","Cohort 6"
"883","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",113,"Body Weight",29910,"fed","[<Treatment: Control Diet>]","Cohort 6"
"884","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",113,"Body Weight",29540,"fed","[<Treatment: Control Diet>]","Cohort 6"
"885","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",113,"Body Weight",31810,"fed","[<Treatment: Control Diet>]","Cohort 6"
"886","C57BL/6J-EarTag #201",137772,"C57BL/6J","+/+",113,"Body Weight",33320,"fed","[<Treatment: Control Diet>]","Cohort 6"
"887","C57BL/6J-EarTag #202",137772,"C57BL/6J","+/+",113,"Body Weight",32170,"fed","[<Treatment: Control Diet>]","Cohort 6"
"888","C57BL/6J-EarTag #203",137772,"C57BL/6J","+/+",113,"Body Weight",32550,"fed","[<Treatment: Control Diet>]","Cohort 6"
"889","C57BL/6J-EarTag #205",137772,"C57BL/6J","+/+",113,"Body Weight",36150,"fed","[<Treatment: Control Diet>]","Cohort 6"
"890","C57BL/6J-EarTag #204",137772,"C57BL/6J","+/+",113,"Body Weight",32630,"fed","[<Treatment: Control Diet>]","Cohort 6"
"891","C57BL/6J-EarTag #206",137771,"C57BL/6J","+/+",127,"Body Weight",34140,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"892","C57BL/6J-EarTag #207",137771,"C57BL/6J","+/+",127,"Body Weight",37250,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"893","C57BL/6J-EarTag #208",137771,"C57BL/6J","+/+",127,"Body Weight",40550,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"894","C57BL/6J-EarTag #209",137771,"C57BL/6J","+/+",127,"Body Weight",35280,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"895","C57BL/6J-EarTag #212",137769,"C57BL/6J","+/+",127,"Body Weight",32440,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"896","C57BL/6J-EarTag #210",137769,"C57BL/6J","+/+",127,"Body Weight",35420,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"897","C57BL/6J-EarTag #211",137769,"C57BL/6J","+/+",127,"Body Weight",37660,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"898","C57BL/6J-EarTag #215",137769,"C57BL/6J","+/+",127,"Body Weight",40700,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"899","C57BL/6J-EarTag #216",137770,"C57BL/6J","+/+",127,"Body Weight",34060,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"900","C57BL/6J-EarTag #217",137770,"C57BL/6J","+/+",127,"Body Weight",37510,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"901","C57BL/6J-EarTag #218",137770,"C57BL/6J","+/+",127,"Body Weight",37160,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"902","C57BL/6J-EarTag #219",137770,"C57BL/6J","+/+",127,"Body Weight",42200,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"903","C57BL/6J-EarTag #220",137774,"C57BL/6J","+/+",127,"Body Weight",34570,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"904","C57BL/6J-EarTag #221",137774,"C57BL/6J","+/+",127,"Body Weight",37560,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"905","C57BL/6J-EarTag #222",137774,"C57BL/6J","+/+",127,"Body Weight",37280,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"906","C57BL/6J-EarTag #223",137774,"C57BL/6J","+/+",127,"Body Weight",36750,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"907","C57BL/6J-EarTag #224",137776,"C57BL/6J","+/+",127,"Body Weight",34480,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"908","C57BL/6J-EarTag #227",137776,"C57BL/6J","+/+",127,"Body Weight",38540,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"909","C57BL/6J-EarTag #226",137776,"C57BL/6J","+/+",127,"Body Weight",36980,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"910","C57BL/6J-EarTag #228",137776,"C57BL/6J","+/+",127,"Body Weight",39780,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"911","C57BL/6J-EarTag #229",139574,"C57BL/6J","+/+",127,"Body Weight",35270,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"912","C57BL/6J-EarTag #230",139574,"C57BL/6J","+/+",127,"Body Weight",41050,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"913","C57BL/6J-EarTag #232",139574,"C57BL/6J","+/+",127,"Body Weight",37980,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"914","C57BL/6J-EarTag #233",139574,"C57BL/6J","+/+",127,"Body Weight",35440,"fed","[<Treatment: High Fat Diet>]","Cohort 6"
"915","C57BL/6J-EarTag #188",137773,"C57BL/6J","+/+",127,"Body Weight",33020,"fed","[<Treatment: Control Diet>]","Cohort 6"
"916","C57BL/6J-EarTag #189",137773,"C57BL/6J","+/+",127,"Body Weight",35030,"fed","[<Treatment: Control Diet>]","Cohort 6"
"917","C57BL/6J-EarTag #190",137773,"C57BL/6J","+/+",127,"Body Weight",35510,"fed","[<Treatment: Control Diet>]","Cohort 6"
"918","C57BL/6J-EarTag #191",137773,"C57BL/6J","+/+",127,"Body Weight",34390,"fed","[<Treatment: Control Diet>]","Cohort 6"
"919","C57BL/6J-EarTag #1191",137773,"C57BL/6J","+/+",127,"Body Weight",34810,"fed","[<Treatment: Control Diet>]","Cohort 6"
"920","C57BL/6J-EarTag #192",137768,"C57BL/6J","+/+",127,"Body Weight",39990,"fed","[<Treatment: Control Diet>]","Cohort 6"
"921","C57BL/6J-EarTag #193",137768,"C57BL/6J","+/+",127,"Body Weight",38010,"fed","[<Treatment: Control Diet>]","Cohort 6"
"922","C57BL/6J-EarTag #194",137768,"C57BL/6J","+/+",127,"Body Weight",31340,"fed","[<Treatment: Control Diet>]","Cohort 6"
"923","C57BL/6J-EarTag #196",137768,"C57BL/6J","+/+",127,"Body Weight",30110,"fed","[<Treatment: Control Diet>]","Cohort 6"
"924","C57BL/6J-EarTag #200",137768,"C57BL/6J","+/+",127,"Body Weight",35200,"fed","[<Treatment: Control Diet>]","Cohort 6"
