"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort","Weight","Week"
"790","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",86,"Body Weight",28800,"fed","High Fat Diet","Cohort 6",28.8,2
"791","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",86,"Body Weight",30230,"fed","High Fat Diet","Cohort 6",30.23,2
"792","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",86,"Body Weight",31380,"fed","High Fat Diet","Cohort 6",31.38,2
"793","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",86,"Body Weight",30930,"fed","High Fat Diet","Cohort 6",30.93,2
"794","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",86,"Body Weight",28130,"fed","High Fat Diet","Cohort 6",28.13,2
"795","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",86,"Body Weight",32310,"fed","High Fat Diet","Cohort 6",32.31,2
"796","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",86,"Body Weight",29370,"fed","High Fat Diet","Cohort 6",29.37,2
"797","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",86,"Body Weight",27550,"fed","High Fat Diet","Cohort 6",27.55,2
"798","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",86,"Body Weight",28450,"fed","Control Diet","Cohort 6",28.45,2
"799","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",86,"Body Weight",30110,"fed","Control Diet","Cohort 6",30.11,2
"800","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",86,"Body Weight",29910,"fed","Control Diet","Cohort 6",29.91,2
"801","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",86,"Body Weight",31510,"fed","Control Diet","Cohort 6",31.51,2
"802","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",86,"Body Weight",31220,"fed","Control Diet","Cohort 6",31.22,2
"803","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",86,"Body Weight",31410,"fed","Control Diet","Cohort 6",31.41,2
"804","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",86,"Body Weight",27070,"fed","Control Diet","Cohort 6",27.07,2
"805","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",86,"Body Weight",26220,"fed","Control Diet","Cohort 6",26.22,2
"806","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",86,"Body Weight",28380,"fed","Control Diet","Cohort 6",28.38,2
"807","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",86,"Body Weight",28300,"fed","Control Diet","Cohort 6",28.3,2
"808","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",86,"Body Weight",29450,"fed","Control Diet","Cohort 6",29.45,2
"809","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",86,"Body Weight",27450,"fed","Control Diet","Cohort 6",27.45,2
"810","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",86,"Body Weight",27420,"fed","Control Diet","Cohort 6",27.42,2
"811","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",86,"Body Weight",31150,"fed","Control Diet","Cohort 6",31.15,2
"812","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",86,"Body Weight",29970,"fed","Control Diet","Cohort 6",29.97,2
"813","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",99,"Body Weight",28360,"fed","High Fat Diet","Cohort 6",28.36,4
"814","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",99,"Body Weight",30040,"fed","High Fat Diet","Cohort 6",30.04,4
"815","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",99,"Body Weight",33510,"fed","High Fat Diet","Cohort 6",33.51,4
"816","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",99,"Body Weight",28060,"fed","High Fat Diet","Cohort 6",28.06,4
"817","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",99,"Body Weight",29470,"fed","High Fat Diet","Cohort 6",29.47,4
"818","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",99,"Body Weight",31880,"fed","High Fat Diet","Cohort 6",31.88,4
"819","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",99,"Body Weight",28600,"fed","High Fat Diet","Cohort 6",28.6,4
"820","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",99,"Body Weight",32750,"fed","High Fat Diet","Cohort 6",32.75,4
"821","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",99,"Body Weight",29410,"fed","High Fat Diet","Cohort 6",29.41,4
"822","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",99,"Body Weight",29010,"fed","High Fat Diet","Cohort 6",29.01,4
"823","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",99,"Body Weight",33870,"fed","High Fat Diet","Cohort 6",33.87,4
"824","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",99,"Body Weight",28550,"fed","High Fat Diet","Cohort 6",28.55,4
"825","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",99,"Body Weight",32620,"fed","High Fat Diet","Cohort 6",32.62,4
"826","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",99,"Body Weight",31010,"fed","High Fat Diet","Cohort 6",31.01,4
"827","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",99,"Body Weight",32420,"fed","High Fat Diet","Cohort 6",32.42,4
"828","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",99,"Body Weight",30190,"fed","High Fat Diet","Cohort 6",30.19,4
"829","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",99,"Body Weight",32330,"fed","High Fat Diet","Cohort 6",32.33,4
"830","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",99,"Body Weight",33000,"fed","High Fat Diet","Cohort 6",33,4
"831","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",99,"Body Weight",33900,"fed","High Fat Diet","Cohort 6",33.9,4
"832","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",99,"Body Weight",29840,"fed","High Fat Diet","Cohort 6",29.84,4
"833","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",99,"Body Weight",35000,"fed","High Fat Diet","Cohort 6",35,4
"834","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",99,"Body Weight",31600,"fed","High Fat Diet","Cohort 6",31.6,4
"835","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",99,"Body Weight",29680,"fed","High Fat Diet","Cohort 6",29.68,4
"836","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",99,"Body Weight",29990,"fed","Control Diet","Cohort 6",29.99,4
"837","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",99,"Body Weight",30900,"fed","Control Diet","Cohort 6",30.9,4
"838","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",99,"Body Weight",31260,"fed","Control Diet","Cohort 6",31.26,4
"839","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",99,"Body Weight",31660,"fed","Control Diet","Cohort 6",31.66,4
"840","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",99,"Body Weight",31820,"fed","Control Diet","Cohort 6",31.82,4
"841","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",99,"Body Weight",34520,"fed","Control Diet","Cohort 6",34.52,4
"842","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",99,"Body Weight",33350,"fed","Control Diet","Cohort 6",33.35,4
"843","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",99,"Body Weight",28970,"fed","Control Diet","Cohort 6",28.97,4
"844","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",99,"Body Weight",27490,"fed","Control Diet","Cohort 6",27.49,4
"845","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",99,"Body Weight",30900,"fed","Control Diet","Cohort 6",30.9,4
"846","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",99,"Body Weight",31200,"fed","Control Diet","Cohort 6",31.2,4
"847","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",99,"Body Weight",32080,"fed","Control Diet","Cohort 6",32.08,4
"848","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",99,"Body Weight",29670,"fed","Control Diet","Cohort 6",29.67,4
"849","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",99,"Body Weight",29020,"fed","Control Diet","Cohort 6",29.02,4
"850","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",99,"Body Weight",33220,"fed","Control Diet","Cohort 6",33.22,4
"851","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",99,"Body Weight",29620,"fed","High Fat Diet","Cohort 6",29.62,4
"852","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",113,"Body Weight",32040,"fed","High Fat Diet","Cohort 6",32.04,6
"853","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",113,"Body Weight",34530,"fed","High Fat Diet","Cohort 6",34.53,6
"854","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",113,"Body Weight",36340,"fed","High Fat Diet","Cohort 6",36.34,6
"855","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",113,"Body Weight",31410,"fed","High Fat Diet","Cohort 6",31.41,6
"856","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",113,"Body Weight",32300,"fed","High Fat Diet","Cohort 6",32.3,6
"857","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",113,"Body Weight",35890,"fed","High Fat Diet","Cohort 6",35.89,6
"858","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",113,"Body Weight",31460,"fed","High Fat Diet","Cohort 6",31.46,6
"859","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",113,"Body Weight",36440,"fed","High Fat Diet","Cohort 6",36.44,6
"860","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",113,"Body Weight",32620,"fed","High Fat Diet","Cohort 6",32.62,6
"861","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",113,"Body Weight",34100,"fed","High Fat Diet","Cohort 6",34.1,6
"862","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",113,"Body Weight",34030,"fed","High Fat Diet","Cohort 6",34.03,6
"863","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",113,"Body Weight",38800,"fed","High Fat Diet","Cohort 6",38.8,6
"864","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",113,"Body Weight",33230,"fed","High Fat Diet","Cohort 6",33.23,6
"865","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",113,"Body Weight",36490,"fed","High Fat Diet","Cohort 6",36.49,6
"866","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",113,"Body Weight",34520,"fed","High Fat Diet","Cohort 6",34.52,6
"867","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",113,"Body Weight",33750,"fed","High Fat Diet","Cohort 6",33.75,6
"868","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",113,"Body Weight",32510,"fed","High Fat Diet","Cohort 6",32.51,6
"869","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",113,"Body Weight",33780,"fed","High Fat Diet","Cohort 6",33.78,6
"870","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",113,"Body Weight",35670,"fed","High Fat Diet","Cohort 6",35.67,6
"871","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",113,"Body Weight",35870,"fed","High Fat Diet","Cohort 6",35.87,6
"872","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",113,"Body Weight",33000,"fed","High Fat Diet","Cohort 6",33,6
"873","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",113,"Body Weight",38180,"fed","High Fat Diet","Cohort 6",38.18,6
"874","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",113,"Body Weight",35450,"fed","High Fat Diet","Cohort 6",35.45,6
"875","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",113,"Body Weight",32180,"fed","High Fat Diet","Cohort 6",32.18,6
"876","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",113,"Body Weight",31440,"fed","Control Diet","Cohort 6",31.44,6
"877","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",113,"Body Weight",32750,"fed","Control Diet","Cohort 6",32.75,6
"878","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",113,"Body Weight",33180,"fed","Control Diet","Cohort 6",33.18,6
"879","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",113,"Body Weight",32800,"fed","Control Diet","Cohort 6",32.8,6
"880","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",113,"Body Weight",32680,"fed","Control Diet","Cohort 6",32.68,6
"881","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",113,"Body Weight",37030,"fed","Control Diet","Cohort 6",37.03,6
"882","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",113,"Body Weight",35880,"fed","Control Diet","Cohort 6",35.88,6
"883","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",113,"Body Weight",29910,"fed","Control Diet","Cohort 6",29.91,6
"884","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",113,"Body Weight",29540,"fed","Control Diet","Cohort 6",29.54,6
"885","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",113,"Body Weight",31810,"fed","Control Diet","Cohort 6",31.81,6
"886","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",113,"Body Weight",33320,"fed","Control Diet","Cohort 6",33.32,6
"887","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",113,"Body Weight",32170,"fed","Control Diet","Cohort 6",32.17,6
"888","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",113,"Body Weight",32550,"fed","Control Diet","Cohort 6",32.55,6
"889","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",113,"Body Weight",36150,"fed","Control Diet","Cohort 6",36.15,6
"890","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",113,"Body Weight",32630,"fed","Control Diet","Cohort 6",32.63,6
"891","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",127,"Body Weight",34140,"fed","High Fat Diet","Cohort 6",34.14,8
"892","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",127,"Body Weight",37250,"fed","High Fat Diet","Cohort 6",37.25,8
"893","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",127,"Body Weight",40550,"fed","High Fat Diet","Cohort 6",40.55,8
"894","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",127,"Body Weight",35280,"fed","High Fat Diet","Cohort 6",35.28,8
"895","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",127,"Body Weight",32440,"fed","High Fat Diet","Cohort 6",32.44,8
"896","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",127,"Body Weight",35420,"fed","High Fat Diet","Cohort 6",35.42,8
"897","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",127,"Body Weight",37660,"fed","High Fat Diet","Cohort 6",37.66,8
"898","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",127,"Body Weight",40700,"fed","High Fat Diet","Cohort 6",40.7,8
"899","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",127,"Body Weight",34060,"fed","High Fat Diet","Cohort 6",34.06,8
"900","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",127,"Body Weight",37510,"fed","High Fat Diet","Cohort 6",37.51,8
"901","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",127,"Body Weight",37160,"fed","High Fat Diet","Cohort 6",37.16,8
"902","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",127,"Body Weight",42200,"fed","High Fat Diet","Cohort 6",42.2,8
"903","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",127,"Body Weight",34570,"fed","High Fat Diet","Cohort 6",34.57,8
"904","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",127,"Body Weight",37560,"fed","High Fat Diet","Cohort 6",37.56,8
"905","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",127,"Body Weight",37280,"fed","High Fat Diet","Cohort 6",37.28,8
"906","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",127,"Body Weight",36750,"fed","High Fat Diet","Cohort 6",36.75,8
"907","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",127,"Body Weight",34480,"fed","High Fat Diet","Cohort 6",34.48,8
"908","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",127,"Body Weight",38540,"fed","High Fat Diet","Cohort 6",38.54,8
"909","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",127,"Body Weight",36980,"fed","High Fat Diet","Cohort 6",36.98,8
"910","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",127,"Body Weight",39780,"fed","High Fat Diet","Cohort 6",39.78,8
"911","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",127,"Body Weight",35270,"fed","High Fat Diet","Cohort 6",35.27,8
"912","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",127,"Body Weight",41050,"fed","High Fat Diet","Cohort 6",41.05,8
"913","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",127,"Body Weight",37980,"fed","High Fat Diet","Cohort 6",37.98,8
"914","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",127,"Body Weight",35440,"fed","High Fat Diet","Cohort 6",35.44,8
"915","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",127,"Body Weight",33020,"fed","Control Diet","Cohort 6",33.02,8
"916","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",127,"Body Weight",35030,"fed","Control Diet","Cohort 6",35.03,8
"917","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",127,"Body Weight",35510,"fed","Control Diet","Cohort 6",35.51,8
"918","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",127,"Body Weight",34390,"fed","Control Diet","Cohort 6",34.39,8
"919","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",127,"Body Weight",34810,"fed","Control Diet","Cohort 6",34.81,8
"920","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",127,"Body Weight",39990,"fed","Control Diet","Cohort 6",39.99,8
"921","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",127,"Body Weight",38010,"fed","Control Diet","Cohort 6",38.01,8
"922","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",127,"Body Weight",31340,"fed","Control Diet","Cohort 6",31.34,8
"923","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",127,"Body Weight",30110,"fed","Control Diet","Cohort 6",30.11,8
"924","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",127,"Body Weight",35200,"fed","Control Diet","Cohort 6",35.2,8
"925","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",127,"Body Weight",34750,"fed","Control Diet","Cohort 6",34.75,8
"926","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",127,"Body Weight",36570,"fed","Control Diet","Cohort 6",36.57,8
"927","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",127,"Body Weight",34910,"fed","Control Diet","Cohort 6",34.91,8
"928","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",127,"Body Weight",33000,"fed","Control Diet","Cohort 6",33,8
"929","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",127,"Body Weight",37300,"fed","Control Diet","Cohort 6",37.3,8
"930","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",141,"Body Weight",35810,"fed","High Fat Diet","Cohort 6",35.81,10
"931","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",141,"Body Weight",40900,"fed","High Fat Diet","Cohort 6",40.9,10
"932","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",141,"Body Weight",45290,"fed","High Fat Diet","Cohort 6",45.29,10
"933","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",141,"Body Weight",38360,"fed","High Fat Diet","Cohort 6",38.36,10
"934","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",141,"Body Weight",35280,"fed","High Fat Diet","Cohort 6",35.28,10
"935","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",141,"Body Weight",38870,"fed","High Fat Diet","Cohort 6",38.87,10
"936","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",141,"Body Weight",41300,"fed","High Fat Diet","Cohort 6",41.3,10
"937","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",141,"Body Weight",43810,"fed","High Fat Diet","Cohort 6",43.81,10
"938","C57BL/6J-EarTag #216","137770","C57BL/6J","+/+",141,"Body Weight",36210,"fed","High Fat Diet","Cohort 6",36.21,10
"939","C57BL/6J-EarTag #217","137770","C57BL/6J","+/+",141,"Body Weight",42620,"fed","High Fat Diet","Cohort 6",42.62,10
"940","C57BL/6J-EarTag #218","137770","C57BL/6J","+/+",141,"Body Weight",41600,"fed","High Fat Diet","Cohort 6",41.6,10
"941","C57BL/6J-EarTag #219","137770","C57BL/6J","+/+",141,"Body Weight",46540,"fed","High Fat Diet","Cohort 6",46.54,10
"942","C57BL/6J-EarTag #220","137774","C57BL/6J","+/+",141,"Body Weight",39040,"fed","High Fat Diet","Cohort 6",39.04,10
"943","C57BL/6J-EarTag #221","137774","C57BL/6J","+/+",141,"Body Weight",40800,"fed","High Fat Diet","Cohort 6",40.8,10
"944","C57BL/6J-EarTag #222","137774","C57BL/6J","+/+",141,"Body Weight",42200,"fed","High Fat Diet","Cohort 6",42.2,10
"945","C57BL/6J-EarTag #223","137774","C57BL/6J","+/+",141,"Body Weight",42020,"fed","High Fat Diet","Cohort 6",42.02,10
"946","C57BL/6J-EarTag #224","137776","C57BL/6J","+/+",141,"Body Weight",37660,"fed","High Fat Diet","Cohort 6",37.66,10
"947","C57BL/6J-EarTag #226","137776","C57BL/6J","+/+",141,"Body Weight",39940,"fed","High Fat Diet","Cohort 6",39.94,10
"948","C57BL/6J-EarTag #227","137776","C57BL/6J","+/+",141,"Body Weight",42480,"fed","High Fat Diet","Cohort 6",42.48,10
"949","C57BL/6J-EarTag #228","137776","C57BL/6J","+/+",141,"Body Weight",44200,"fed","High Fat Diet","Cohort 6",44.2,10
"950","C57BL/6J-EarTag #229","139574","C57BL/6J","+/+",141,"Body Weight",37790,"fed","High Fat Diet","Cohort 6",37.79,10
"951","C57BL/6J-EarTag #230","139574","C57BL/6J","+/+",141,"Body Weight",45250,"fed","High Fat Diet","Cohort 6",45.25,10
"952","C57BL/6J-EarTag #232","139574","C57BL/6J","+/+",141,"Body Weight",42580,"fed","High Fat Diet","Cohort 6",42.58,10
"953","C57BL/6J-EarTag #233","139574","C57BL/6J","+/+",141,"Body Weight",38710,"fed","High Fat Diet","Cohort 6",38.71,10
"954","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",141,"Body Weight",34340,"fed","Control Diet","Cohort 6",34.34,10
"955","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",141,"Body Weight",37090,"fed","Control Diet","Cohort 6",37.09,10
"956","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",141,"Body Weight",37510,"fed","Control Diet","Cohort 6",37.51,10
"957","C57BL/6J-EarTag #191","137773","C57BL/6J","+/+",141,"Body Weight",34440,"fed","Control Diet","Cohort 6",34.44,10
"958","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",141,"Body Weight",35510,"fed","Control Diet","Cohort 6",35.51,10
"959","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",141,"Body Weight",42070,"fed","Control Diet","Cohort 6",42.07,10
"960","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",141,"Body Weight",40350,"fed","Control Diet","Cohort 6",40.35,10
"961","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",141,"Body Weight",33620,"fed","Control Diet","Cohort 6",33.62,10
"962","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",141,"Body Weight",32130,"fed","Control Diet","Cohort 6",32.13,10
"963","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",141,"Body Weight",36880,"fed","Control Diet","Cohort 6",36.88,10
"964","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",141,"Body Weight",36750,"fed","Control Diet","Cohort 6",36.75,10
"965","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",141,"Body Weight",38350,"fed","Control Diet","Cohort 6",38.35,10
"966","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",141,"Body Weight",36660,"fed","Control Diet","Cohort 6",36.66,10
"967","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",141,"Body Weight",35140,"fed","Control Diet","Cohort 6",35.14,10
"968","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",141,"Body Weight",39340,"fed","Control Diet","Cohort 6",39.34,10
"993","C57BL/6J-EarTag #188","137773","C57BL/6J","+/+",155,"Body Weight",35400,"fed","Control Diet","Cohort 6",35.4,12
"994","C57BL/6J-EarTag #189","137773","C57BL/6J","+/+",155,"Body Weight",38410,"fed","Control Diet","Cohort 6",38.41,12
"995","C57BL/6J-EarTag #190","137773","C57BL/6J","+/+",155,"Body Weight",38260,"fed","Control Diet","Cohort 6",38.26,12
"996","C57BL/6J-EarTag #1191","137773","C57BL/6J","+/+",155,"Body Weight",37880,"fed","Control Diet","Cohort 6",37.88,12
"997","C57BL/6J-EarTag #192","137768","C57BL/6J","+/+",155,"Body Weight",43440,"fed","Control Diet","Cohort 6",43.44,12
"998","C57BL/6J-EarTag #193","137768","C57BL/6J","+/+",155,"Body Weight",42120,"fed","Control Diet","Cohort 6",42.12,12
"999","C57BL/6J-EarTag #194","137768","C57BL/6J","+/+",155,"Body Weight",34100,"fed","Control Diet","Cohort 6",34.1,12
"1000","C57BL/6J-EarTag #196","137768","C57BL/6J","+/+",155,"Body Weight",33670,"fed","Control Diet","Cohort 6",33.67,12
"1001","C57BL/6J-EarTag #200","137768","C57BL/6J","+/+",155,"Body Weight",38090,"fed","Control Diet","Cohort 6",38.09,12
"1002","C57BL/6J-EarTag #201","137772","C57BL/6J","+/+",155,"Body Weight",38830,"fed","Control Diet","Cohort 6",38.83,12
"1003","C57BL/6J-EarTag #202","137772","C57BL/6J","+/+",155,"Body Weight",37760,"fed","Control Diet","Cohort 6",37.76,12
"1004","C57BL/6J-EarTag #203","137772","C57BL/6J","+/+",155,"Body Weight",37030,"fed","Control Diet","Cohort 6",37.03,12
"1005","C57BL/6J-EarTag #204","137772","C57BL/6J","+/+",155,"Body Weight",35940,"fed","Control Diet","Cohort 6",35.94,12
"1006","C57BL/6J-EarTag #205","137772","C57BL/6J","+/+",155,"Body Weight",39680,"fed","Control Diet","Cohort 6",39.68,12
"1007","C57BL/6J-EarTag #206","137771","C57BL/6J","+/+",155,"Body Weight",39050,"fed","High Fat Diet","Cohort 6",39.05,12
"1008","C57BL/6J-EarTag #207","137771","C57BL/6J","+/+",155,"Body Weight",43700,"fed","High Fat Diet","Cohort 6",43.7,12
"1009","C57BL/6J-EarTag #208","137771","C57BL/6J","+/+",155,"Body Weight",48950,"fed","High Fat Diet","Cohort 6",48.95,12
"1010","C57BL/6J-EarTag #209","137771","C57BL/6J","+/+",155,"Body Weight",41470,"fed","High Fat Diet","Cohort 6",41.47,12
"1011","C57BL/6J-EarTag #212","137769","C57BL/6J","+/+",155,"Body Weight",38400,"fed","High Fat Diet","Cohort 6",38.4,12
"1012","C57BL/6J-EarTag #210","137769","C57BL/6J","+/+",155,"Body Weight",41620,"fed","High Fat Diet","Cohort 6",41.62,12
"1013","C57BL/6J-EarTag #211","137769","C57BL/6J","+/+",155,"Body Weight",43850,"fed","High Fat Diet","Cohort 6",43.85,12
"1014","C57BL/6J-EarTag #215","137769","C57BL/6J","+/+",155,"Body Weight",46580,"fed","High Fat Diet","Cohort 6",46.58,12
