"","gene_biotype","external_gene_name","ensembl_gene_id"
"484","lincRNA","Gm29653","ENSMUSG00000101654"
"485","lincRNA","Gm36945","ENSMUSG00000102163"
"486","snoRNA","Gm24176","ENSMUSG00000089553"
"487","miRNA","Gm26117","ENSMUSG00000093340"
"488","miRNA","Gm26491","ENSMUSG00000095843"
"489","miRNA","Gm26050","ENSMUSG00000077830"
"490","snoRNA","Gm22022","ENSMUSG00000077543"
"491","protein_coding","Gm7137","ENSMUSG00000095721"
"492","processed_pseudogene","Gm36964","ENSMUSG00000103933"
"493","snRNA","Gm25217","ENSMUSG00000088172"
"494","rRNA","n-R5s197","ENSMUSG00000065236"
"495","miRNA","Gm23158","ENSMUSG00000093886"
"496","processed_pseudogene","RP24-390F5.2","ENSMUSG00000106351"
"497","protein_coding","Gm21447","ENSMUSG00000094391"
"498","rRNA","n-R5s214","ENSMUSG00000084443"
"499","snoRNA","Gm24500","ENSMUSG00000089072"
"500","miRNA","Mir466b-3","ENSMUSG00000076994"
"501","processed_pseudogene","Gm29528","ENSMUSG00000099676"
"502","antisense","4933413L06Rik","ENSMUSG00000079048"
"503","unprocessed_pseudogene","Gm6897","ENSMUSG00000081832"
"504","snRNA","Gm24692","ENSMUSG00000088386"
"505","processed_pseudogene","Gm11800","ENSMUSG00000083068"
"506","processed_pseudogene","Gm6419","ENSMUSG00000072407"
"507","unprocessed_pseudogene","Gm20927","ENSMUSG00000101490"
"508","processed_pseudogene","Eif3s6-ps1","ENSMUSG00000081629"
"509","lincRNA","Gm36941","ENSMUSG00000102520"
"510","miRNA","Mir92b","ENSMUSG00000076255"
"511","snoRNA","Snord91a","ENSMUSG00000077493"
"512","miRNA","Gm23304","ENSMUSG00000096184"
"513","snRNA","Gm24477","ENSMUSG00000088063"
"514","processed_pseudogene","Gm11941","ENSMUSG00000083565"
"515","processed_pseudogene","Gm14231","ENSMUSG00000082196"
"516","processed_pseudogene","Gm8494","ENSMUSG00000094090"
"517","snoRNA","Gm24206","ENSMUSG00000096447"
"518","miRNA","AC136903.1","ENSMUSG00000104589"
"519","unprocessed_pseudogene","Gm20884","ENSMUSG00000101631"
"520","miRNA","Mir6387","ENSMUSG00000098480"
"521","snoRNA","Gm25519","ENSMUSG00000089017"
"522","protein_coding","Gm2784","ENSMUSG00000095229"
"523","processed_pseudogene","Gm12734","ENSMUSG00000081451"
"524","protein_coding","Slitrk3","ENSMUSG00000048304"
"525","unprocessed_pseudogene","Gm21920","ENSMUSG00000101665"
"526","lincRNA","1700047G03Rik","ENSMUSG00000099349"
"527","protein_coding","Olfr609","ENSMUSG00000046396"
"528","protein_coding","Fam107b","ENSMUSG00000026655"
"529","pseudogene","Gm10478","ENSMUSG00000073179"
"530","snRNA","Gm26034","ENSMUSG00000088779"
"531","miRNA","Mir6961","ENSMUSG00000098527"
"532","lincRNA","Gm37146","ENSMUSG00000102279"
"533","protein_coding","Aspn","ENSMUSG00000021388"
"534","antisense","Gm28528","ENSMUSG00000099635"
"535","protein_coding","Ifna16","ENSMUSG00000078355"
"536","protein_coding","Thrsp","ENSMUSG00000035686"
"537","protein_coding","Cacng8","ENSMUSG00000053395"
"538","protein_coding","Gm13248","ENSMUSG00000063245"
"539","protein_coding","Rpl38","ENSMUSG00000057322"
"540","protein_coding","Pld3","ENSMUSG00000003363"
"541","protein_coding","Ncmap","ENSMUSG00000043924"
"542","protein_coding","Rab11fip4","ENSMUSG00000017639"
"543","protein_coding","Nlk","ENSMUSG00000017376"
"544","protein_coding","Mark4","ENSMUSG00000030397"
"545","protein_coding","Atp1b2","ENSMUSG00000041329"
"546","protein_coding","Abhd2","ENSMUSG00000039202"
"547","protein_coding","Cd151","ENSMUSG00000025510"
"548","miRNA","AC166159.1","ENSMUSG00000105214"
"549","misc_RNA","Gm26069","ENSMUSG00000088122"
"550","miRNA","Gm27682","ENSMUSG00000099215"
"551","processed_pseudogene","Gm15459","ENSMUSG00000100801"
"552","miRNA","Gm24328","ENSMUSG00000092845"
"553","processed_pseudogene","Gm12468","ENSMUSG00000083985"
"554","miRNA","Mir144","ENSMUSG00000065401"
"555","snRNA","Gm22658","ENSMUSG00000077384"
"556","miRNA","Mir6907","ENSMUSG00000098376"
"557","TEC","Gm37272","ENSMUSG00000102790"
"558","sense_intronic","Gm17193","ENSMUSG00000079645"
"559","snRNA","Gm22682","ENSMUSG00000065788"
"560","snRNA","Gm22883","ENSMUSG00000088001"
"561","snRNA","Gm23103","ENSMUSG00000065659"
"562","snoRNA","Gm25764","ENSMUSG00000077280"
"563","snoRNA","Gm25460","ENSMUSG00000088579"
"564","processed_pseudogene","RP24-165O21.1","ENSMUSG00000105491"
"565","snRNA","Gm24831","ENSMUSG00000080428"
"566","protein_coding","Vmn2r85","ENSMUSG00000092048"
"567","processed_pseudogene","Gm14756","ENSMUSG00000080193"
"568","miRNA","Mir688","ENSMUSG00000076009"
"569","protein_coding","Msgn1","ENSMUSG00000047002"
"570","lincRNA","RP23-307D8.10","ENSMUSG00000106034"
"571","miRNA","Mir3090","ENSMUSG00000093338"
"572","lincRNA","Gm28138","ENSMUSG00000099395"
"573","snRNA","Gm25270","ENSMUSG00000084555"
"574","lincRNA","Gm12484","ENSMUSG00000086987"
"575","misc_RNA","Gm27718","ENSMUSG00000099295"
"576","antisense","Gm29202","ENSMUSG00000099928"
"577","TEC","RP23-30B3.4","ENSMUSG00000105334"
"578","snRNA","Gm25696","ENSMUSG00000064834"
"579","miRNA","Mir466o","ENSMUSG00000078026"
"580","miRNA","Mir203","ENSMUSG00000065574"
"581","snoRNA","Gm26278","ENSMUSG00000087723"
"582","snoRNA","ACEA_U3","ENSMUSG00000105115"
"583","snRNA","Gm25839","ENSMUSG00000089546"
"584","snoRNA","Gm25710","ENSMUSG00000096359"
"585","snRNA","Gm24491","ENSMUSG00000065733"
"586","protein_coding","D630011A20Rik","ENSMUSG00000097421"
"587","snRNA","Gm24905","ENSMUSG00000088754"
"588","unprocessed_pseudogene","Gm29484","ENSMUSG00000101367"
"589","miRNA","Mir412","ENSMUSG00000065570"
"590","processed_pseudogene","Gm15452","ENSMUSG00000084353"
"591","miRNA","Gm25381","ENSMUSG00000095297"
"592","snRNA","Gm22361","ENSMUSG00000089060"
"593","miRNA","Mir666","ENSMUSG00000076272"
"594","snRNA","Gm24486","ENSMUSG00000094703"
"595","snRNA","Gm24817","ENSMUSG00000070182"
"596","snRNA","Gm22550","ENSMUSG00000095284"
"597","miRNA","Mir132","ENSMUSG00000065537"
"598","processed_pseudogene","Gm12469","ENSMUSG00000083624"
"599","protein_coding","Tbc1d21","ENSMUSG00000036244"
"600","lincRNA","Gm14230","ENSMUSG00000087179"
"601","snRNA","Gm26178","ENSMUSG00000094730"
"602","unprocessed_pseudogene","Gm21837","ENSMUSG00000100982"
"603","lincRNA","Gm37134","ENSMUSG00000103449"
"604","protein_coding","Ndufb11","ENSMUSG00000031059"
"605","protein_coding","Olfr1261","ENSMUSG00000061295"
"606","protein_coding","Ifna2","ENSMUSG00000078354"
"607","protein_coding","Gpr12","ENSMUSG00000041468"
"608","protein_coding","Gm20905","ENSMUSG00000101157"
"609","miRNA","Gm23876","ENSMUSG00000077004"
"610","protein_coding","Hist1h3b","ENSMUSG00000069267"
"611","snoRNA","Gm25203","ENSMUSG00000064776"
"612","snoRNA","Gm24639","ENSMUSG00000096161"
"613","protein_coding","Plekhn1","ENSMUSG00000078485"
"614","protein_coding","Abhd15","ENSMUSG00000000686"
"615","protein_coding","Hint1","ENSMUSG00000020267"
"616","protein_coding","Homer1","ENSMUSG00000007617"
"617","protein_coding","Sh3gl2","ENSMUSG00000028488"
"618","protein_coding","Plekhg2","ENSMUSG00000037552"
"619","misc_RNA","Gm22993","ENSMUSG00000093164"
"620","pseudogene","Gm2531","ENSMUSG00000058567"
"621","protein_coding","Ankrd6","ENSMUSG00000040183"
"622","processed_pseudogene","Gm9046","ENSMUSG00000096912"
"623","miRNA","Mir6904","ENSMUSG00000098926"
"624","snRNA","Gm22491","ENSMUSG00000087815"
"625","unprocessed_pseudogene","Gm28939","ENSMUSG00000101607"
"626","snRNA","Gm24267","ENSMUSG00000096241"
"627","snoRNA","Gm25976","ENSMUSG00000089320"
"628","snoRNA","U3","ENSMUSG00000106147"
"629","protein_coding","Olfr610","ENSMUSG00000045584"
"630","miRNA","AL845457.1","ENSMUSG00000104603"
"631","unprocessed_pseudogene","Gm29551","ENSMUSG00000102072"
"632","protein_coding","Elavl1","ENSMUSG00000040028"
"633","processed_pseudogene","Gm16284","ENSMUSG00000086235"
"634","processed_pseudogene","Tpt1-ps2","ENSMUSG00000081428"
"635","miRNA","Mir1964","ENSMUSG00000089139"
"636","miRNA","Mir154","ENSMUSG00000065448"
"637","protein_coding","Gm21608","ENSMUSG00000095637"
"638","miRNA","Gm23550","ENSMUSG00000094572"
"639","snRNA","Gm22513","ENSMUSG00000096349"
"640","protein_coding","Fcf1","ENSMUSG00000021243"
"641","unprocessed_pseudogene","Gm28983","ENSMUSG00000101418"
"642","rRNA","n-R5s73","ENSMUSG00000084457"
"643","protein_coding","Lbh","ENSMUSG00000024063"
"644","rRNA","n-R5s195","ENSMUSG00000093952"
"645","rRNA","Gm25358","ENSMUSG00000094656"
"646","lincRNA","Gm29132","ENSMUSG00000101891"
"647","lincRNA","Gm33222","ENSMUSG00000103708"
"648","miRNA","Gm25993","ENSMUSG00000093132"
"649","misc_RNA","Gm26350","ENSMUSG00000088156"
"650","unprocessed_pseudogene","Gm28682","ENSMUSG00000100564"
"651","lincRNA","Gm28908","ENSMUSG00000100778"
"652","miRNA","Gm22721","ENSMUSG00000084658"
"653","miRNA","AL691437.1","ENSMUSG00000105821"
"654","miRNA","Mir708","ENSMUSG00000076143"
"655","miRNA","mmu-mir-3068","ENSMUSG00000105428"
"656","snoRNA","Gm24945","ENSMUSG00000088956"
"657","snRNA","Gm26020","ENSMUSG00000084678"
"658","miRNA","AC157817.1","ENSMUSG00000105116"
"659","snoRNA","Gm24799","ENSMUSG00000093824"
"660","snRNA","Gm26245","ENSMUSG00000095610"
"661","miRNA","AC137871.1","ENSMUSG00000105494"
"662","misc_RNA","Gm27715","ENSMUSG00000099166"
"663","snoRNA","Gm25422","ENSMUSG00000077407"
"664","unprocessed_pseudogene","Gm20921","ENSMUSG00000101022"
"665","miRNA","Mir6383","ENSMUSG00000098493"
"666","protein_coding","4921508M14Rik","ENSMUSG00000052376"
"667","miRNA","Mir7009","ENSMUSG00000098808"
"668","rRNA","n-R5s72","ENSMUSG00000077706"
"669","snoRNA","Gm26293","ENSMUSG00000077358"
"670","snoRNA","Gm24523","ENSMUSG00000065899"
"671","miRNA","Mir669i","ENSMUSG00000080657"
"672","miRNA","Gm26506","ENSMUSG00000096906"
"673","miRNA","Gm26302","ENSMUSG00000080498"
"674","snRNA","Gm26091","ENSMUSG00000084653"
"675","snoRNA","Gm25526","ENSMUSG00000093933"
"676","unprocessed_pseudogene","Gm28907","ENSMUSG00000100835"
"677","unprocessed_pseudogene","Gm20858","ENSMUSG00000102906"
"678","snRNA","Gm23101","ENSMUSG00000088175"
"679","protein_coding","Ifnab","ENSMUSG00000100079"
"680","protein_coding","Hist1h4b","ENSMUSG00000069266"
"681","protein_coding","Olfr611","ENSMUSG00000096584"
"682","snoRNA","Gm24633","ENSMUSG00000084668"
"683","snRNA","Gm24725","ENSMUSG00000088854"
"684","snoRNA","Gm24434","ENSMUSG00000077269"
"685","snoRNA","Snora35","ENSMUSG00000077767"
"686","miRNA","Gm24098","ENSMUSG00000096567"
"687","protein_coding","Car8","ENSMUSG00000041261"
"688","miRNA","Mir7048","ENSMUSG00000098325"
"689","unprocessed_pseudogene","Gm21749","ENSMUSG00000101446"
"690","miRNA","AC155168.1","ENSMUSG00000104558"
"691","miRNA","Mir511","ENSMUSG00000077897"
"692","protein_coding","Flg","ENSMUSG00000102724"
"693","snRNA","Gm25541","ENSMUSG00000080538"
"694","transcribed_unprocessed_pseudogene","Gm28253","ENSMUSG00000100165"
"695","snoRNA","Gm22584","ENSMUSG00000096231"
"696","misc_RNA","Gm23024","ENSMUSG00000089395"
"697","protein_coding","Wdr36","ENSMUSG00000038299"
"698","protein_coding","Zfp758","ENSMUSG00000044501"
"699","protein_coding","Myt1l","ENSMUSG00000061911"
"700","protein_coding","Sh3bp2","ENSMUSG00000054520"
"701","protein_coding","Sema3a","ENSMUSG00000028883"
"702","protein_coding","Ptgs2","ENSMUSG00000032487"
"703","miRNA","Mir615","ENSMUSG00000076010"
"704","snRNA","Gm23656","ENSMUSG00000084575"
"705","miRNA","Gm22117","ENSMUSG00000077090"
"706","snRNA","Gm23506","ENSMUSG00000065011"
"707","processed_pseudogene","Gm8358","ENSMUSG00000091668"
"708","miRNA","Mir30b","ENSMUSG00000065476"
"709","snoRNA","Gm24232","ENSMUSG00000077502"
"710","TEC","Gm37629","ENSMUSG00000102316"
"711","miRNA","Mir181a-2","ENSMUSG00000065423"
"712","snoRNA","Gm24983","ENSMUSG00000077645"
"713","snoRNA","Gm25167","ENSMUSG00000077376"
"714","protein_coding","Gm4894","ENSMUSG00000054156"
"715","snoRNA","Gm24937","ENSMUSG00000084546"
"716","miRNA","Mir467c","ENSMUSG00000077049"
"717","snRNA","Gm22973","ENSMUSG00000065232"
"718","snoRNA","Gm25420","ENSMUSG00000077404"
"719","protein_coding","Lce3b","ENSMUSG00000042031"
"720","snoRNA","Gm25868","ENSMUSG00000088878"
"721","snRNA","Gm22958","ENSMUSG00000084461"
"722","scaRNA","Gm22387","ENSMUSG00000088816"
"723","unprocessed_pseudogene","Gm8480","ENSMUSG00000101290"
"724","miRNA","Mir6392","ENSMUSG00000098882"
"725","miRNA","Gm24080","ENSMUSG00000092919"
"726","unprocessed_pseudogene","Gm13273","ENSMUSG00000081893"
"727","snRNA","Gm24836","ENSMUSG00000084558"
"728","miRNA","Gm22903","ENSMUSG00000092934"
"729","snRNA","Gm24701","ENSMUSG00000095998"
"730","protein_coding","Spink5","ENSMUSG00000055561"
"731","protein_coding","Gm20777","ENSMUSG00000094813"
"732","snoRNA","Gm25214","ENSMUSG00000077761"
"733","snoRNA","Gm23826","ENSMUSG00000088019"
"734","protein_coding","Gm5617","ENSMUSG00000042293"
"735","snoRNA","Gm25520","ENSMUSG00000089014"
"736","processed_transcript","4930558J22Rik","ENSMUSG00000075029"
"737","protein_coding","Gja1","ENSMUSG00000050953"
"738","snRNA","Gm25875","ENSMUSG00000077511"
"739","snRNA","Gm24456","ENSMUSG00000065132"
"740","snoRNA","Gm26070","ENSMUSG00000088125"
"741","snRNA","Gm23763","ENSMUSG00000088970"
"742","snRNA","Gm23585","ENSMUSG00000088281"
"743","processed_pseudogene","Gm6152","ENSMUSG00000086195"
"744","lincRNA","Gm28878","ENSMUSG00000099430"
"745","protein_coding","Gm4924","ENSMUSG00000073427"
"746","miRNA","Mir669b","ENSMUSG00000076126"
"747","unprocessed_pseudogene","Gm13282","ENSMUSG00000084192"
"748","miRNA","Mir3473g","ENSMUSG00000098896"
"749","miRNA","Gm27284","ENSMUSG00000098820"
"750","miRNA","Gm22403","ENSMUSG00000092660"
"751","rRNA","Gm23381","ENSMUSG00000088301"
"752","processed_pseudogene","RP24-167K2.2","ENSMUSG00000106622"
"753","TEC","Gm37005","ENSMUSG00000103884"
"754","snoRNA","Gm23200","ENSMUSG00000077567"
"755","protein_coding","Mrps30","ENSMUSG00000021731"
"756","miRNA","Gm24169","ENSMUSG00000094007"
"757","miRNA","Mir215","ENSMUSG00000065562"
"758","snoRNA","Gm24000","ENSMUSG00000088688"
"759","misc_RNA","Gm23885","ENSMUSG00000084631"
"760","snRNA","Gm22969","ENSMUSG00000094229"
"761","miRNA","Mir6908","ENSMUSG00000098279"
"762","miRNA","Mir7678","ENSMUSG00000098489"
"763","TEC","RP23-477N9.4","ENSMUSG00000104641"
"764","miRNA","Gm27410","ENSMUSG00000098409"
"765","snRNA","Gm24859","ENSMUSG00000064663"
"766","protein_coding","Klhl9","ENSMUSG00000070923"
"767","miRNA","Mir450-1","ENSMUSG00000065486"
"768","snoRNA","Gm22501","ENSMUSG00000089606"
"769","miRNA","Mir6955","ENSMUSG00000099267"
"770","snoRNA","Gm22293","ENSMUSG00000065248"
"771","protein_coding","Gm2777","ENSMUSG00000094352"
"772","snoRNA","Gm22353","ENSMUSG00000065852"
"773","unprocessed_pseudogene","Gm28879","ENSMUSG00000100099"
"774","rRNA","Gm23473","ENSMUSG00000089508"
"775","miRNA","mmu-mir-7682","ENSMUSG00000106406"
"776","processed_pseudogene","Gm7445","ENSMUSG00000104504"
"777","protein_coding","Cplx3","ENSMUSG00000039714"
"778","snRNA","Gm25671","ENSMUSG00000095053"
"779","miRNA","Mir6346","ENSMUSG00000098273"
"780","snoRNA","Gm23996","ENSMUSG00000088687"
"781","miRNA","Mir1190","ENSMUSG00000080575"
"782","misc_RNA","Gm24545","ENSMUSG00000089276"
"783","misc_RNA","Gm26323","ENSMUSG00000088368"
"784","miRNA","Gm25352","ENSMUSG00000096384"
"785","snoRNA","Snord83b","ENSMUSG00000077734"
"786","processed_pseudogene","Gm29553","ENSMUSG00000100103"
"787","antisense","Gm13807","ENSMUSG00000085852"
"788","snRNA","Gm24296","ENSMUSG00000088922"
"789","protein_coding","Gm21657","ENSMUSG00000094361"
"790","TEC","Gm38259","ENSMUSG00000102253"
"791","snRNA","Gm24446","ENSMUSG00000065916"
"792","snRNA","Gm23628","ENSMUSG00000064398"
"793","miRNA","Mir6905","ENSMUSG00000099181"
"794","snoRNA","Gm25870","ENSMUSG00000094609"
"795","processed_pseudogene","Gm9049","ENSMUSG00000096435"
"796","miRNA","Mir669g","ENSMUSG00000080459"
"797","snoRNA","Gm26287","ENSMUSG00000089512"
"798","miRNA","Mir7225","ENSMUSG00000098381"
"799","protein_coding","AC136513.6","ENSMUSG00000105835"
"800","processed_pseudogene","Gm8355","ENSMUSG00000093798"
"801","snoRNA","Gm23328","ENSMUSG00000088043"
"802","miRNA","AC103674.2","ENSMUSG00000106412"
"803","miRNA","Mir190b","ENSMUSG00000077996"
"804","transcribed_unprocessed_pseudogene","9030619P08Rik","ENSMUSG00000053168"
"805","snRNA","Gm24499","ENSMUSG00000089071"
"806","protein_coding","Gm31571","ENSMUSG00000103528"
"807","rRNA","n-R5s80","ENSMUSG00000084545"
"808","miRNA","Mir465b-2","ENSMUSG00000096504"
"809","scaRNA","Gm26083","ENSMUSG00000088529"
"810","snRNA","Gm25307","ENSMUSG00000089510"
"811","lincRNA","Gm29654","ENSMUSG00000101808"
"812","rRNA","Gm27490","ENSMUSG00000098436"
"813","processed_pseudogene","Gm7493","ENSMUSG00000066693"
"814","snoRNA","Gm25463","ENSMUSG00000095310"
"815","snoRNA","Snord89","ENSMUSG00000077704"
"816","miRNA","Mir1952","ENSMUSG00000088983"
"817","miRNA","Gm24810","ENSMUSG00000093058"
"818","miRNA","Gm23638","ENSMUSG00000092814"
"819","miRNA","mmu-mir-7215","ENSMUSG00000105329"
"820","protein_coding","Zfp382","ENSMUSG00000074220"
"821","snRNA","Gm24458","ENSMUSG00000065138"
"822","snoRNA","Gm24899","ENSMUSG00000089517"
"823","miRNA","Mir6917","ENSMUSG00000098592"
"824","snoRNA","Gm24253","ENSMUSG00000065635"
"825","snRNA","Gm25047","ENSMUSG00000084616"
"826","TEC","Gm37143","ENSMUSG00000102871"
"827","snoRNA","Gm26495","ENSMUSG00000065086"
"828","protein_coding","Prtn3","ENSMUSG00000057729"
"829","miRNA","Mir1942","ENSMUSG00000087899"
"830","snRNA","Gm26271","ENSMUSG00000096117"
"831","protein_coding","Sly","ENSMUSG00000101155"
"832","snoRNA","Gm22373","ENSMUSG00000077772"
"833","protein_coding","Gmnn","ENSMUSG00000006715"
"834","protein_coding","Ndufc1","ENSMUSG00000037152"
"835","protein_coding","Zdhhc13","ENSMUSG00000030471"
"836","miRNA","Mir466n","ENSMUSG00000077991"
"837","miRNA","Mir7213","ENSMUSG00000099222"
"838","rRNA","Gm23152","ENSMUSG00000093063"
"839","miRNA","Mir105","ENSMUSG00000077847"
"840","snoRNA","Gm24216","ENSMUSG00000088884"
"841","miRNA","Gm27711","ENSMUSG00000098349"
"842","miRNA","Mir546","ENSMUSG00000072837"
"843","snRNA","Gm24753","ENSMUSG00000095245"
"844","snoRNA","Gm26341","ENSMUSG00000077749"
"845","snoRNA","Gm24122","ENSMUSG00000077295"
"846","rRNA","Gm23806","ENSMUSG00000092898"
"847","miRNA","Mir329","ENSMUSG00000065577"
"848","snoRNA","Gm22131","ENSMUSG00000096431"
"849","TEC","Gm38024","ENSMUSG00000102647"
"850","unprocessed_pseudogene","Gm29651","ENSMUSG00000099910"
"851","snoRNA","Rnu3b2","ENSMUSG00000098925"
"852","misc_RNA","Gm23179","ENSMUSG00000089318"
"853","miRNA","Mir1188","ENSMUSG00000080406"
"854","TEC","Gm10748","ENSMUSG00000103881"
"855","protein_coding","Ugdh","ENSMUSG00000029201"
"856","protein_coding","Gm10024","ENSMUSG00000094012"
"857","miRNA","Mir6377","ENSMUSG00000098401"
"858","miRNA","Mir6952","ENSMUSG00000098451"
"859","miRNA","mmu-mir-1892","ENSMUSG00000106344"
"860","snRNA","Gm26441","ENSMUSG00000064524"
"861","misc_RNA","Gm22906","ENSMUSG00000092932"
"862","misc_RNA","Gm25807","ENSMUSG00000084732"
"863","rRNA","Gm28001","ENSMUSG00000098392"
"864","snRNA","Gm23907","ENSMUSG00000077783"
"865","snoRNA","Gm22173","ENSMUSG00000096634"
"866","snRNA","Gm24474","ENSMUSG00000088068"
"867","antisense","Gm12472","ENSMUSG00000085351"
"868","miRNA","Mir467a-8","ENSMUSG00000096512"
"869","rRNA","Gm23667","ENSMUSG00000088091"
"870","snRNA","Gm25703","ENSMUSG00000065057"
"871","lincRNA","Gm28313","ENSMUSG00000099613"
"872","miRNA","Mir3112","ENSMUSG00000093172"
"873","misc_RNA","Gm27315","ENSMUSG00000098697"
"874","snoRNA","Gm23644","ENSMUSG00000088481"
"875","miRNA","Mir6909","ENSMUSG00000098414"
"876","snRNA","Gm25895","ENSMUSG00000065648"
"877","lincRNA","RP23-134K6.2","ENSMUSG00000105907"
"878","miRNA","Gm27618","ENSMUSG00000098695"
"879","snRNA","Gm24168","ENSMUSG00000094008"
"880","miRNA","Gm22015","ENSMUSG00000077096"
"881","snoRNA","Gm24926","ENSMUSG00000094308"
"882","miRNA","Mir1953","ENSMUSG00000088491"
"883","miRNA","Mir7671","ENSMUSG00000099153"
"884","miRNA","Mir669e","ENSMUSG00000080653"
"885","processed_pseudogene","RP23-447N11.3","ENSMUSG00000106499"
"886","misc_RNA","Gm27640","ENSMUSG00000098948"
"887","snoRNA","Gm25215","ENSMUSG00000077769"
"888","miRNA","Gm26042","ENSMUSG00000080561"
"889","misc_RNA","Gm27980","ENSMUSG00000099179"
"890","processed_pseudogene","Gm38078","ENSMUSG00000104364"
"891","snoRNA","Gm24406","ENSMUSG00000064960"
"892","miRNA","Gm27742","ENSMUSG00000098636"
"893","protein_coding","Gm17567","ENSMUSG00000090666"
"894","snRNA","Gm24922","ENSMUSG00000089136"
"895","protein_coding","Odf3l1","ENSMUSG00000045620"
"896","snoRNA","Gm26433","ENSMUSG00000094287"
"897","protein_coding","Asf1a","ENSMUSG00000019857"
"898","snoRNA","Gm23906","ENSMUSG00000088198"
"899","unprocessed_pseudogene","Gm28314","ENSMUSG00000101557"
"900","miRNA","AL928567.1","ENSMUSG00000104657"
"901","miRNA","Mir669o","ENSMUSG00000077086"
